index,Date,Address,City,District,Ward,HouseType,LegalPaper,NumberofFloors,NumberofBedrooms,SquaredMeterArea,Length,Width,Price/m2
75335,2020-06-11,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,10.0,4.0,197.5
75341,2020-06-11,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,52.0,13.0,4.0,65.38
75342,2020-06-11,"Đường Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,60.0,11.0,6.0,100.0
75344,2020-06-11,"9, Đường Nguyễn Chính, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,5.0,3.0,56.25
75358,2020-06-11,"Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,10.0,3.0,101.67
75367,2020-06-11,"Đường 70, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,8.0,4.0,81.67
75370,2020-06-11,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,38.0,10.0,3.8,84.21
75372,2020-06-11,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,29.0,8.0,4.0,100.0
75373,2020-06-11,"ngõ 96, Đường Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,4.0,5.0,119.33
75384,2020-06-11,"Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,8.0,4.3,106.67
75391,2020-06-11,"34, Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,7.0,3.5,95.31
75392,2020-06-11,"Đường Nguyễn Văn Linh, Phường Long Biên, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,27.0,9.0,3.0,68.52
75393,2020-06-11,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,8.0,3.76,103.33
75394,2020-06-11,"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,8.0,3.0,86.67
75398,2020-06-11,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,10.0,3.0,124.29
75416,2020-06-11,"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,26.0,8.0,3.4,88.46
75422,2020-06-11,"Đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,8.0,3.0,103.13
75423,2020-06-11,"Đường Quốc lộ 21B, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,8.0,4.0,53.13
75426,2020-06-11,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,35.0,9.0,4.0,100.0
75427,2020-06-11,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,27.0,6.0,5.0,90.74
75431,2020-06-11,"Đường Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,20.0,5.0,3.0,75.0
75441,2020-06-11,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,10.0,4.0,90.63
75442,2020-06-11,"Đường Quan Thổ 3, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,66.0,8.5,8.0,75.76
75443,2020-06-11,"Đường Ái Mộ, Phường Bồ Đề, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,50.0,12.0,4.0,100.0
75445,2020-06-11,"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,8.0,4.0,100.0
75447,2020-06-11,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,43.0,11.0,4.0,141.86
75448,2020-06-11,"Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,10.0,4.0,102.5
75451,2020-06-11,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,6.0,3.0,40.0,10.0,4.0,122.5
75452,2020-06-11,"Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,36.0,10.0,3.0,68.06
75453,2020-06-11,"Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,65.0,10.0,6.0,53.85
75458,2020-06-11,"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,9.0,4.0,137.5
75465,2020-06-11,"Đường Gia Thụy, Phường Gia Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,73.0,11.0,6.0,98.63
75466,2020-06-11,"11, Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Nam Tu Liem,Phương Canh,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,43.0,8.0,5.0,87.21
75479,2020-06-11,"Đường Triệu Việt Vương, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bùi Thị Xuân,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,12.0,3.5,328.57
75484,2020-06-11,"Đường Xuân Thủy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,36.0,9.5,3.8,91.67
75498,2020-06-11,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,37.0,9.0,4.0,121.62
75524,2020-06-11,"68, Đường Yên Phúc, Phường Phúc La, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phúc La,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,25.0,13.0,3.0,80.0
75533,2020-06-11,"534, Đường Phùng Hưng, Phường Quang Trung, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,7.0,46.0,13.0,3.0,97.83
75535,2020-06-11,"Đường Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,100.0,20.0,5.0,60.0
75536,2020-06-11,"Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,8.0,3.0,112.58
75539,2020-06-11,"Đường Quốc lộ 3, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội",Hà Nội,Dong Anh,Thị trấn Đông Anh,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,10.0,150.0,16.0,5.0,70.67
75541,2020-06-11,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Dương Nội,Nhà phố liền kề,Đã có sổ,4.0,3.0,30.0,6.0,5.0,61.0
75546,2020-06-11,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,32.0,7.1,4.5,90.63
75547,2020-06-11,"Hoàng mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,44.0,11.0,4.0,82.95
75548,2020-06-11,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,55.0,11.5,4.8,120.0
75551,2020-06-11,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,9.0,3.0,65.0
75556,2020-06-11,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,8.0,45.0,12.0,3.8,111.11
75558,2020-06-11,"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Long Biên,Nhà phố liền kề,Đã có sổ,6.0,4.0,38.0,10.0,4.0,105.26
75559,2020-06-11,"Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,46.0,12.0,3.0,138.04
75567,2020-06-11,"Đường Yên Hòa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,10.0,4.0,40.0
75568,2020-06-11,"ngõ 73, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,33.0,3.0,100.0
75580,2020-06-11,"Đường Lê Trọng Tấn, Xã La Phù, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,9.0,3.5,50.0
75591,2020-06-11,"226, Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,10.0,4.0,104.29
75594,2020-06-11,"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,36.0,10.0,3.6,37.5
75595,2020-06-11,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,50.0,12.0,4.0,90.0
75597,2020-06-11,"đường hòa bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,10.0,3.0,41.71
75602,2020-06-11,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,10.0,4.0,66.25
75603,2020-06-11,"Đường Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,8.0,6.0,42.0,10.0,4.0,238.1
75609,2020-06-11,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,10.0,4.2,73.81
75621,2020-06-11,"Đường Hạ Đình, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thanh Xuân Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,108.0,18.0,6.0,106.48
75629,2020-06-11,"Đường Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,10.0,3.8,97.11
75632,2020-06-11,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Cổ Nhuế 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,52.0,13.0,4.0,88.46
75635,2020-06-11,"Đường Mai Hắc Đế, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Bùi Thị Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,88.0,13.0,6.2,180.68
75641,2020-06-11,"Đường Trúc Khê, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6.0,8.0,40.0,6.0,7.0,130.0
75647,2020-06-11,"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,42.0,12.0,3.0,80.48
75650,2020-06-11,"Đường Ngõ Huyện, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội",Hà Nội,Hoan Kiem,Hàng Trống,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,3.0,26.0,6.6,4.0,673.08
75652,2020-06-11,"Đường Nguyễn Khuyến, Phường Cát Linh, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,6.0,5.0,83.33
75659,2020-06-11,"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,40.0,10.0,4.0,85.0
75665,2020-06-11,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,10.0,3.5,80.0
75669,2020-06-11,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,8.0,3.0,90.0
75680,2020-06-11,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,64.0,9.0,6.0,77.34
75690,2020-06-11,"Đường Nhật Chiêu, Phường Bưởi, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,6.0,86.0,11.0,8.0,406.98
75691,2020-06-11,"Hòa Bình 7, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,37.0,9.74,3.8,81.08
75695,2020-06-11,"Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,43.0,12.0,4.0,106.98
75704,2020-06-11,"Đường Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,35.0,9.0,4.0,94.29
75715,2020-06-11,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,9.0,4.0,80.0
75716,2020-06-11,"Tổ 12 Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,53.0,13.0,4.0,81.13
75718,2020-06-11,"41, Đường Đại lộ Thăng Long, Xã Vân Côn, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã Vân Côn,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,4.0,149.0,12.0,12.0,40.27
75722,2020-06-11,"Đường Bạch Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,12.0,4.0,126.67
75723,2020-06-11,"Đường Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,60.0,9.0,7.0,103.33
75726,2020-06-11,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,35.0,9.0,3.0,120.0
75731,2020-06-11,"Đường Tư Đình, Phường Thạch Bàn, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,36.0,9.0,4.0,94.44
75732,2020-06-11,"Đường Phúc Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Phúc Diễn,"Nhà mặt phố, mặt tiền",Không rõ tình trạng,3.0,5.0,134.0,27.0,5.0,20.15
75733,2020-06-11,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,63.0,14.0,4.0,104.76
75734,2020-06-11,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Hà Nội,Bac Tu Liem,Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,40.0,10.0,4.0,63.75
75736,2020-06-11,"Ngõ 217, Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,32.0,10.0,3.0,89.06
75739,2020-06-11,"Đặng Vũ Hỷ, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,6.0,10.0,112.0,22.0,5.0,116.07
75747,2020-06-11,"Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Quảng An,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,43.0,9.0,5.0,97.67
75751,2020-06-11,"Đường Thanh Lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,6.0,4.0,62.5
75760,2020-06-11,"Đường Nhân Trạch, Phường Phú Lương, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,6.7,6.0,51.25
75776,2020-06-11,"Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,18.0,6.0,2.0,158.33
75784,2020-06-11,"34, Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,48.0,7.0,5.0,71.88
75792,2020-06-11,"tổ 11 phố yên lộ yên nghĩa, Lê văn lương kéo dài, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hà Nội,Ha Dong,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,30.0,9.0,4.0,40.0
75793,2020-06-11,"4, Đường 32, Xã Đông La, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã Đông La,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,33.0,9.0,4.0,39.39
75811,2020-06-11,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Hà Nội,Long Bien,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,34.0,10.0,32.0,105.88
75841,2020-06-11,"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,50.0,11.0,4.5,106.0
75844,2020-06-11,"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,60.0,14.0,4.0,183.33
75860,2020-06-11,"Đường Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",Hà Nội,Hoai Duc,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,6.0,4.0,61.67
75867,2020-06-11,"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Hà Nội,Tay Ho,Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,50.0,6.0,8.0,74.0
75880,2020-06-11,"Đường Vành Đai 2,5, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,7.0,66.0,8.0,8.0,184.85
75890,2020-06-11,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,55.0,11.0,4.0,120.0
75903,2020-06-11,"Đường Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Đống Mác,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,360.0,8.0,6.0,37.5
75910,2020-06-11,"123, Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,34.0,8.0,4.0,104.41
75922,2020-06-11,"Đường Trần Đại Nghĩa, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Hà Nội,Hai Ba Trung,Trương Định,"Nhà ngõ, hẻm",Không rõ tình trạng,4.0,3.0,31.0,8.0,4.0,58.06
75924,2020-06-11,"2, Đường Nguyễn Thái Học, Phường Kim Mã, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,46.0,7.0,6.0,289.13
75928,2020-06-11,"Đường Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Hà Nội",Hà Nội,Ba Dinh,Quán Thánh,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,6.0,5.0,120.0
75936,2020-06-11,"Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,50.0,11.0,4.0,58.0
75940,2020-06-11,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Hà Nội,Cau Giay,Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,9.0,50.0,8.0,6.0,176.0
75943,2020-06-11,"141 giáp nhị, 141 giáp nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,10.0,4.0,103.33
75948,2020-06-11,"Đường Hoàng Đạo Thành, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuan,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,41.0,12.0,3.0,126.83
75949,2020-06-11,"Đường Trần Nguyên Đán, Phường Định Công, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoang Mai,Định Công,Nhà phố liền kề,Đã có sổ,4.0,4.0,75.0,15.0,5.0,124.0
75950,2020-06-11,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Hà Nội,Dong Da,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,25.0,8.0,31.0,280.0
